2		-7000		1.90456e-07		2.3807e-07		3998.4		5001.2		
2		-7000		7.61753e-07		9.52343e-07		3998.4		5001.2		
2		-7000		1.33291e-06		1.66675e-06		3998.4		5001.2		
2		-7000		1.90406e-06		2.38115e-06		3998.39		5001.19		
2		-7000		2.47522e-06		3.09555e-06		3998.39		5001.19		
2		-7000		3.04638e-06		3.80995e-06		3998.39		5001.19		
2		-7000		3.61754e-06		4.52436e-06		3998.39		5001.19		
2		-7000		4.18869e-06		5.23876e-06		3998.39		5001.19		
2		-7000		4.75985e-06		5.95317e-06		3998.39		5001.18		
2		-7000		5.33101e-06		6.66758e-06		3998.38		5001.18		
2		-7000		5.90217e-06		7.38198e-06		3998.38		5001.18		
2		-7000		6.47333e-06		8.09639e-06		3998.38		5001.18		
2		-7000		7.04449e-06		8.8108e-06		3998.38		5001.18		
2		-7000		7.61565e-06		9.52521e-06		3998.38		5001.17		
2		-7000		8.18681e-06		1.02396e-05		3998.38		5001.17		
2		-7000		8.75798e-06		1.0954e-05		3998.37		5001.17		
2		-7000		9.32914e-06		1.16684e-05		3998.37		5001.17		
2		-7000		9.9003e-06		1.23828e-05		3998.37		5001.17		
2		-7000		1.04715e-05		1.30973e-05		3998.37		5001.16		
2		-7000		1.10426e-05		1.38117e-05		3998.37		5001.16		
2		-7000		1.16138e-05		1.45261e-05		3998.37		5001.16		
2		-7000		1.2185e-05		1.52405e-05		3998.36		5001.16		
2		-7000		1.27561e-05		1.59549e-05		3998.36		5001.16		
2		-7000		1.33273e-05		1.66693e-05		3998.36		5001.15		
2		-7000		1.38984e-05		1.73837e-05		3998.36		5001.15		
2		-7000		1.44696e-05		1.80982e-05		3998.36		5001.15		
2		-7000		1.50408e-05		1.88126e-05		3998.35		5001.15		
2		-7000		1.56119e-05		1.9527e-05		3998.35		5001.15		
2		-7000		1.61831e-05		2.02414e-05		3998.35		5001.14		
2		-7000		1.67543e-05		2.09558e-05		3998.35		5001.14		
2		-7000		1.73255e-05		2.16702e-05		3998.35		5001.14		
2		-7000		1.78966e-05		2.23847e-05		3998.35		5001.14		
2		-7000		1.84678e-05		2.30991e-05		3998.34		5001.14		
2		-7000		1.9039e-05		2.38135e-05		3998.34		5001.13		
2		-7000		1.96101e-05		2.45279e-05		3998.34		5001.13		
2		-7000		2.01813e-05		2.52423e-05		3998.34		5001.13		
2		-7000		2.07525e-05		2.59568e-05		3998.34		5001.13		
2		-7000		2.13236e-05		2.66712e-05		3998.34		5001.13		
2		-7000		2.18948e-05		2.73856e-05		3998.33		5001.12		
2		-7000		2.2466e-05		2.81e-05		3998.33		5001.12		
2		-7000		2.30372e-05		2.88145e-05		3998.33		5001.12		
2		-7000		2.36083e-05		2.95289e-05		3998.33		5001.12		
2		-7000		2.41795e-05		3.02433e-05		3998.33		5001.12		
2		-7000		2.47507e-05		3.09577e-05		3998.33		5001.12		
2		-7000		2.53219e-05		3.16722e-05		3998.32		5001.11		
2		-7000		2.5893e-05		3.23866e-05		3998.32		5001.11		
2		-7000		2.64642e-05		3.3101e-05		3998.32		5001.11		
2		-7000		2.70354e-05		3.38154e-05		3998.32		5001.11		
2		-7000		2.76066e-05		3.45299e-05		3998.32		5001.11		
